project_id,title,status,start_date,lead_organisation
903A2B5B-921A-48A9-82E0-EC083309605B,"Early education, education, education: childcare in the policy and imagination of New Labour’s England, 1994-2003",Active,,SWANSEA UNIVERSITY
92D04D81-C41A-4208-A18F-EC270E3A8DE6,Research proposal title: Intelligent Identification of Recurrent ABC Thought Patterns from Narrative Diaries*,Active,,KING'S COLLEGE LONDON
52A48F0A-FBDB-4103-A342-EB81FFDA5F22,"The Lived Experiences of Working-Class Chinese and Anglo-Chinese in London, Liverpool and Manchester, 1906-1946",Active,,UNIVERSITY OF SHEFFIELD
53B29ADC-B193-45BF-A84A-EC0F0248DEB4,Cosmic spherules in the geological record,Active,,IMPERIAL COLLEGE LONDON
53E0F323-1A8A-4FE9-B7AC-EAD059CFCB75,The fibre revolution in Bronze Age northern Italy: investigating textile economies in transition from plant fibres to wool,Active,,UNIVERSITY OF GLASGOW
53F6C400-4353-4DAB-A5CC-EBAF1F8F2BEC,Supramolecular Chemistry of Energetic Materials,Active,,HERIOT-WATT UNIVERSITY
C6E1EB0B-9781-4390-9952-EB2AD0FD229F,Enhancing damage tolerance in carbon/epoxy composites via short-fiber reinforcement,Active,,UNIVERSITY OF BRISTOL
C720B8E1-43BE-49FE-92C5-EB549C3642BC,Psych-STRATA - A Stratified Treatment Algorithm in Psychiatry: A program on stratified pharmacogenomics in severe mental illness,Active,,CARDIFF UNIVERSITY
C7C4CD9E-5A65-42E4-B1FC-EBDDC5195E4E,UCL Experimental Particle Physics Consolidated Grant (2022-2025),Active,,UNIVERSITY COLLEGE LONDON
9A84F50C-AE6C-4353-B6DD-EBB0A1003D5F,MRC IAA 2021 University of Liverpool,Active,,UNIVERSITY OF LIVERPOOL
7A8CC065-962D-4153-B154-EB37A89150F8,Targeting subcellular proteins and processes with designed peptides,Active,,UNIVERSITY OF BRISTOL
7B9139C0-8386-49A5-A777-EB72786C7CB0,Model-based techniques for precision cognitive assessment,Active,,KING'S COLLEGE LONDON
A6C54682-3A4F-4CE5-AACF-EBBC6D510A46,"An innovative whey protein powder that includes lactoferrin and NAD+, promoting fitness and longevity, while its production reduces carbon emissions",Active,,GOFITT LTD
A81C1D22-2078-4616-A540-EC130CA794D7,Frontline: Impacts of FLOW on Celtic Sea ocean fronts and biodiversity,Active,,HERIOT-WATT UNIVERSITY
A87C991C-5348-48E8-B2CE-EBF8BF6FAB0F,How is social media facilitating xenophobia in sub-Saharan Africa?,Active,,UNIVERSITY OF BIRMINGHAM
A898184F-3CAC-4C6E-8322-EC2DEAEEE24C,Advanced course on non-destructive sediment core scanning and digitisation techniques,Active,,NATIONAL OCEANOGRAPHY CENTRE
3E59A391-381D-4B0F-A38B-EB2DCE54163B,"On-Target, Off-Risk: Revolutionising CRISPR with Real-Time Nanopore Sequencing Technology",Active,,NATURAL HISTORY MUSEUM
3F1C23AA-CC59-47DF-9451-EADFF31CE83E,Industrial CASE Account - University of Bristol 2023,Active,,UNIVERSITY OF BRISTOL
3F6B2B28-0284-46E7-AF11-EC6B2B537689,OpenSwarm: Orchestration and Programming ENergy-aware and collaborative Swarms With AI-powered Reliable Methods,Active,,UNIVERSITY OF SHEFFIELD
3FC9750B-5B8F-469B-A436-EBCF76FF7590,A framework for modelling groundwater flow in deep heterolithic sedimentary sequences,Active,,IMPERIAL COLLEGE LONDON
3FF208B3-493A-43E5-BB78-EC9AC475C4EA,PopART Simulation to Model the Transmission of HIV in Zambia and South Africa,Active,,Unknown
AEC726EF-CBE9-47C1-B1D9-EBE7153090E9,DERISK: Systemic Risk and the Transformation of Democracy,Active,,KING'S COLLEGE LONDON
AEE0BADC-2787-4C40-A9A7-EBC4D1B204BB,Chiari II higher brain malformations in spina bifida: determining their origin and evaluating a preventive strategy,Active,,UNIVERSITY COLLEGE LONDON
AF924746-F209-4890-AA82-EB729275867C,"INTELLI-INGEST: Intelligent Ingestible Devices For Gastrointestinal Therapeutics, Diagnosis Or Intervention",Active,,UNIVERSITY OF BIRMINGHAM
AFA8E8E6-E43D-49E7-9273-EB65C2F677A7,Empowering rural communities to act for change,Active,,THE JAMES HUTTON INSTITUTE
B09F4AD4-7B34-402B-893C-EC97B79D122D,Developing novel biodegradable biopolymers with superior barrier properties for use within the drinks industry,Active,,UNIVERSITY OF BATH
B1448FA1-4DEA-4A00-B058-EB681EC7E0A7,Efficacy of camel vaccination and behavioural intervention for MERS-CoV prevention in high-risk camel-owning households: a randomised controlled trial,Active,,ROYAL VETERINARY COLLEGE
B17954C5-990A-4CFB-AF1E-EC04F44804D5,Targeting Diacylglycerol Kinase Activity in RAS Mutant Lung Adenocarcinoma,Active,,THE FRANCIS CRICK INSTITUTE
B18B72FF-419B-407C-AFA9-EBDFE5BEB622,University of Essex and Ticker Limited KTP 23_24 R1 (2),Active,,THE UNIVERSITY OF ESSEX
84DFA7E4-6C64-4000-B1A6-EAE6FECDB6EF,Opening new windows into viruses inside the cell by electron cryo-tomography (cryo-ET),Active,,UNIVERSITY OF GLASGOW
886372C1-EDA0-4C57-9E69-EB561B482E21,"Bigger, better hedgerows - assessing hedge structure and landscape context for pollinating insects",Active,,UNIVERSITY OF READING
480E1E8F-5BBA-4834-8B07-EC0418C625F4,A geometric framework approach to understand multi-metal toxicity on individual organisms to evaluate relative risks and benefits of pollution and mit,Active,,UNIVERSITY OF SHEFFIELD
48704877-37CE-40CF-8E18-EB83898AA506,Assessing Magnox Corrosion in high pH liquid water and air,Active,,LANCASTER UNIVERSITY
4875079B-2D9C-42C8-865D-EAD417EC3AB9,RAL Studentship at UCL 2024,Active,,UNIVERSITY COLLEGE LONDON
25BF1E77-EEA4-4400-92B9-EB06324ACCF1,Integration and Digital Demonstration of Low-emission Aircraft Technologies and Airport Operations,Active,,UNIVERSITY OF BRISTOL
2686F4AF-AFF3-4150-B2B8-EC98C43D4157,Higher Lie algebroids and T-/U-duality,Active,,HERIOT-WATT UNIVERSITY
26877798-9CD7-4831-83DE-EC9C85BEFD4E,Smart control of crop diseases: how can we best combine fungicides and plant resistance genes?,Active,,UNIVERSITY OF READING
26CBBACA-BCB6-45FE-B236-EC1D839AA5FB,"Contextualising Muslim women's assertiveness: cross-cultural perspectives on faith, gender and citizenship in British society",Active,,UNIVERSITY OF WARWICK
9CACB9B1-3F92-4DC9-A905-EAB7861AAC2D,Cambodia: Legacies of Experience,Active,,UNIVERSITY OF SHEFFIELD
9E13357B-1886-4C68-9042-EC86D3750053,Enabling on-demand biologics manufacturing with ALiCE,Active,,UNIVERSITY COLLEGE LONDON
9E147105-D611-4919-A6EC-EC0B88B83052,"Sustainable Welfare: Rethinking the roles of Family, Market and State",Active,,UNIVERSITY OF ESSEX
9F175BD5-5E11-4468-93B5-EBD63A59FD8D,Sheffield - Manchester Collective - The 'crisis' in classical music: exploring alternatives in audience development (CDA),Active,,UNIVERSITY OF SHEFFIELD
6E14E3DE-BFFC-4A38-AC9C-EC80143F8C3A,Development of an Intervention to Support the Wellbeing of Adolescents in Football Academies via Engagement in Protective Leisure Practices,Active,,CARDIFF METROPOLITAN UNIVERSITY
6E8CC109-5A89-4814-9D45-EBD0698F56E3,Linking Predator-Prey Dynamics: Spatiotemporal Trends in Marine Predation Around Shetland,Active,,UNIVERSITY OF ST ANDREWS
6FEB6F53-E3A7-4A8C-A059-EBB0E2C8B234,Deweaponising the camera:,Active,,NEWCASTLE UNIVERSITY
6FF1D5AD-95C9-4974-B142-EB7B8E189848,Firms' location decision and spatial inequality,Active,,QUEEN MARY UNIVERSITY OF LONDON
704CDA99-8B5B-47F5-BED3-EB5B88C79793,AI &amp; Digital UK Parliament Thematic Research Lead,Active,,LOUGHBOROUGH UNIVERSITY
7163344B-97B9-4AB4-8DD2-EBC19067E8D0,WET HORIZONS - upgrading knowledge and solutions to fast-track wetland restoration across Europe,Active,,SRUC
342E9060-6A80-412C-8AAB-EB71E7DB4426,TRANS-SAFE,Active,,WALK21 FOUNDATION
35C627ED-CB85-4466-A26B-EC96B83932D7,UK Knowledge Exchange Hub for mathematical Sciences,Active,,UNIVERSITY OF CAMBRIDGE
35C78B7C-9A2D-4D7B-B9A4-EC62F1E54F0E,Towards a decolonized future examining the meaning of solidarity alliance in settler states,Active,,BRUNEL UNIVERSITY LONDON
36971AAE-9F26-45A1-9362-EC2F440EF7C2,Working memory and its relation to key outcomes in the real world,Active,,LANCASTER UNIVERSITY
7937274D-5F45-490B-B708-EBFA371742C4,How can art institutions expand support for non-normative writing practice,Active,,UNIVERSITY OF DUNDEE
10547AF8-E526-4DA6-A83B-EB074E6426B1,Vitamin C regulation of human placental trophoblast stem cell function,Active,,UNIVERSITY OF CAMBRIDGE
8907EC17-CA08-4675-95B5-EC936F6ACF86,Real-world evidence for decisions in diabetes,Active,,THE UNIVERSITY OF MANCHESTER
89490A4D-94EE-4FB4-ADB0-EBB3B5BC319D,Optimisation of multi-rotor wind turbines combined with advanced design techniques to enable lower environmental impacts and reduced cost of energy.,Active,,UNIVERSITY OF BRISTOL
8A1F0AB7-235F-489F-848E-EBD40757F69B,"Avigen, Accelerating Immunotherapy Development",Active,,AVIGEN
8A7CC324-3752-47B6-8338-EC469A7E6E7E,Heritage Bilingualism in the UK: the case of mood selection in Spanish varieties of Latin America,Active,,KING'S COLLEGE LONDON
8AC94AB9-5B80-4368-9EED-EBB120425882,Discovering the molecular mechanisms of cell-to-cell fusion following viral infection,Active,,UNIVERSITY OF CAMBRIDGE
8ADFCF1A-112A-4C65-9885-EC1D0EC58410,BBSRC IAA Imperial College London,Active,,IMPERIAL COLLEGE LONDON
8B48195A-93CA-48B5-BD67-EC2A53156B64,Defining pro-tumourigenic neutrophil phenotypes and tumour-neutrophil interactions to identify targets for therapy in metastatic colorectal cancer,Active,,UNIVERSITY OF GLASGOW
551C9623-EDBF-4DCD-8EEE-EB79D8B77E5F,The Influence of Status on the Formation of Cultural Memories in Rome's Fora,Active,,UNIVERSITY OF WARWICK
55423FAD-9671-4FA1-90B5-EBE3A8EAD8E0,The Cultural Emergence And Social Construction Of Self-Harm In The 1990's,Active,,THE OPEN UNIVERSITY
55C5987A-F5C3-4039-A1CF-EAAF1A475B47,The University of Leicester and SFXRay Limited KTP 24_25 R5,Active,,THE UNIVERSITY OF LEICESTER
572AD7BE-3AB9-41AC-82C5-EC9A757A03CB,IEat: Integrating eating behaviour and food choice behaviour into sustainable habits for healthy children,Active,,UNIVERSITY OF READING
57F2DC98-6B8C-4140-9B56-EAF92F08995B,HARMONY: Holistic Approach to enhance the Recyclability of rare-earth permanent Magnets Obtained from aNY waste stream,Active,,UNIVERSITY OF BIRMINGHAM
58E724BD-28EC-47D0-96CA-EADA4057EC4E,"UK Lens-Based Media in the 1980s and 1990s: Disability, Sexuality and the Politics of Representation",Active,,UNIVERSITY OF ST ANDREWS
1B67F879-66F6-4F0A-B457-EAD4BD917396,Combatting Online Extremism: Algorithmic Amplification of Counter-Speech.,Active,,SWANSEA UNIVERSITY
1BF965EC-138F-4A02-B7DD-EC679658F466,Simultaneous Eye-safe Spectroscopy and Fundus Imaging Technology for Point-of-Care Detection of Traumatic Brain Injury,Active,,UNIVERSITY OF BIRMINGHAM
1C7624F4-6872-4732-8DB5-EC6E7FBAB4A7,Multi-level exploration of biological nitrification inhibition in rice for improved sustainability of crop production,Active,,UNIVERSITY OF ABERDEEN
943BBDB9-B0BE-4F1D-9927-EB94135C7654,WHAT CAN NORTH AND SOUTH TEACH ONE ANOTHER? : ACCELERATING THE TRANSFER OF DEMOCRATIC INNOVATIONS,Active,,UNIVERSITY OF SOUTHAMPTON
95359AE5-3A26-48DE-B00A-EB2FE2A6C755,Identifying pathogen exposure via immunological memory in ancient populations using proteins and DNA,Active,,UNIVERSITY OF CAMBRIDGE
96BF6371-7117-4745-9E9E-EB82DCB17104,"Justice 2.0: exploring the experience of justice in the digital age. A comparative analysis of the UK, Brazil and Argentina.",Active,,UNIVERSITY OF CAMBRIDGE
9727D82E-7A49-477D-BEB7-EB07DB06005C,Mealworm Biorefinery,Active,,CHITEXO LIMITED
9769C892-37C7-43E0-ACF7-EAF65C36F2C3,Reshaping Archaeological Metallurgy: a new role for science in Britain's heritage sector,Active,,UNIVERSITY OF READING
978BF7E4-3776-4CC1-8950-EAFC916AAE6D,Yeast on our Skin: Decision Makers between Homeostasis and Cutaneous Allergy,Active,,UNIVERSITY OF EXETER
635331DC-D704-44AC-A0FA-EBD481847B8B,"Flexible IC development, for a wearable medical device - to monitor and treat paralysis in stroke patients.",Active,,MYONERV LTD
63A158C6-560F-4432-B405-EBA50D8A9FAC,The Unideal Victim: Unraveling Cultural Narratives Surrounding Victims of Drug-Facilitated Sexual Assault,Active,,"BIRKBECK, UNIVERSITY OF LONDON"
644CD6C4-26F3-49D3-B517-EC7C626857DC,Measuring impact of allele-biased gene expression on animal physiology,Active,,KING'S COLLEGE LONDON
FAA333C6-4B54-47CC-AB7B-E900DDB9986A,Topics in Lattice-based Cryptography,Active,,ROYAL HOLLOWAY UNIVERSITY OF LONDON
722B2EC8-78F5-4684-8CE0-EB78938DA602,Co-creating a digital platform for the rapid development of sustainable polymer products,Active,,UNIVERSITY OF BIRMINGHAM
72EFF8CF-6625-4005-9362-EB4EE1BDDDFD,"Planning to meet the resilience requirements of a mid-Century, net-zero UK energy system: direct and indirect role of the UK and Irish buildings secto",Active,,UNIVERSITY COLLEGE LONDON
742D0FA7-A410-4772-87E0-EBD4ACFB8C54,Algebraic structures for computational effects,Active,,UNIVERSITY OF BIRMINGHAM
74E6BF7C-36A0-4DA8-85D6-EC762BDC1C1D,University of Derby and We Seal Limited KTP 23_24 R1,Active,,UNIVERSITY OF DERBY
031F505B-630F-4FCB-AE05-EC7469820E15,A combined geochemical and biosorption tool for mine water clean-up and valorisation,Active,,UNIVERSITY OF STRATHCLYDE
0374084B-9E04-4A57-B125-EBF213F0630F,Small Molecule Assisted Protein-Protein Interaction Mapping via Peroxidase Activity (MapPEX),Active,,UNIVERSITY OF DUNDEE
03DC68A4-9FBA-4B57-8517-EBD1276E5B34,Visual discomfort in autistic children,Active,,UNIVERSITY OF BIRMINGHAM
05D44847-F967-427D-9C38-EB33D4B63B69,Exploring the geochemistry of Jupiter's ice moons,Active,,UNIVERSITY COLLEGE LONDON
7D3DE48E-F058-4D8C-8987-EC3EE304BF49,Effective methods in o-minimality and diophantine geometry,Active,,UNIVERSITY OF MANCHESTER
7FA53444-B445-4F30-B506-EC891E40C07E,Transition Support Award: Investigating Human Influences in the Reliability and Validity of Published Systematic Reviews,Active,,UNIVERSITY OF SHEFFIELD
8103E3FF-0056-47E7-B6A9-EC58D764F1CC,Development of a novel platform for targeting animal parasites,Active,,UNIVERSITY OF READING
8131B7A1-1755-4348-8A0F-EAE65BB1D230,Comparative Phylogenetics of the Leaf Economics Spectrum,Active,,UNIVERSITY OF ESSEX
4D6C92F2-6C48-4341-A7F1-EC4B1B355532,Beyond direct-write: Dynamically reconfigurable holographic multibeam interference lithography for high-throughput nanomanufacturing,Active,,UNIVERSITY OF CAMBRIDGE
4DF50C0A-F0C2-4BD7-B684-EC6A873985DB,Designing Peptide hydrogels as vehicles for targeted and localised in-vivo therapeutics delivery,Active,,UNIVERSITY OF MANCHESTER
4E248921-89A3-4791-9191-EC55804EAD24,MAX: Multifunctional AI eXamination system for animal health,Active,,CAMBRIDGE ANIMAL TECHNOLOGIES LTD
4EB345F4-4DBA-473C-BAB7-EBB5711F1DA7,Towards an Atroposelective N-arylation of 2-pyridones by High-Throughput Integrated Methodological Synthetic Chemistry,Active,,UNIVERSITY OF CAMBRIDGE
2D9E8DCC-15DB-4051-8EAF-E70AA91DB8DC,Optimisation of low carbon Biodegradable flexible films from waste feedstocks for high-speed processing into single use flexible packaging,Active,,IMPERIAL COLLEGE LONDON
2E5B4336-0F7C-4D85-A1D7-E78603DCB941,Causality in Healthcare AI Hub,Active,,UNIVERSITY OF EDINBURGH
2F544144-B4DE-4E09-B858-E7B6C4D872B7,Stable perovskite LEDs,Active,,Unknown
2FDD8593-1894-4A69-8C6D-E784B6B43486,Massive MIMO for RFID,Active,,UNIVERSITY OF CAMBRIDGE
2FE181BF-40BD-4344-ACB4-E7CF9A5F4E0E,Generative AI for New Physics with Beauty at LHCb,Active,,UNIVERSITY OF MANCHESTER
3032F91A-7F0F-40A6-B6DE-E881104EE59F,Solvent Evaluation using a Novel System for measuring thermal Energy exchange: Project SENSE – the LiquiSensor.,Active,,PROXISENSE LIMITED
BFDA6D76-DF2E-42A2-BFD6-E856CC88ACA0,Engineering the next generation of biologically active vascular grafts.,Active,,UNIVERSITY OF GLASGOW
C0D3B0BE-FF20-42FB-B105-E6ABECAFDB7D,Prediction of Thermoacoustic Instability in Hydrogen-Rich Combustors,Active,,IMPERIAL COLLEGE LONDON
C20F975E-2B02-4E6E-AC5F-E7FBEF9181CF,Synthetic biology Pipeline for the Investigation of Novel Spidroins (SPINS),Active,,UNIVERSITY OF MANCHESTER
C225A3B4-8AB7-4AF3-8E9A-E8242F918547,Ultrafast manipulation of magnetic order via charge transfer in van der Waals heterostructures,Active,,UNIVERSITY OF EXETER
C226D67A-1218-4A30-B718-E6EE96A7EF05,Sustainable manufacture of biodegradable film packaging from recalcitrant waste streams,Active,,UNIVERSITY OF WARWICK
C26D3712-2C56-490A-ABE0-E696C30EB41D,Listening in Socially-Engaged Art: Artistic Strategies for Equitable Collaboration,Active,,UNIVERSITY OF THE ARTS LONDON
7AEF639D-8D9C-46AC-9015-E6A046774E72,Thermal modelling and innovation in hydrogen energy systems,Active,,UNIVERSITY OF SOUTHAMPTON
7B505B57-6148-4567-B274-E81BC4DF0553,'Why are there so few learned women?': The female Neo-Latin authorial voice in the Venetian Quattrocento,Active,,UNIVERSITY OF WARWICK
7B53D9D3-0493-490F-B0AC-E6AC436F69A7,Integrative assessment of the human brain waste clearing systems and their role in neurodegenerative diseases for transforming health and healthcare.,Active,,UNIVERSITY OF EDINBURGH
7E1CD521-7288-45B0-92CC-E7DA079FA82F,Growing with an 'advantage': Dissecting the links between embryonic cell competition and tumourigenesis,Active,,UNIVERSITY OF SHEFFIELD
A30077D2-049A-4D78-86E9-EA88265D86A5,European Partnership on Radioactive Waste Management - 2,Active,,GALSON SCIENCES LIMITED
A361B403-8A67-465F-A5A0-EA88A147B1C7,Linear Stability of Rotating Black Holes,Active,,UNIVERSITY OF CAMBRIDGE
6737C9B4-4E87-4107-85F6-EA01A5EFF842,Development of a Clinical Quantitative Neuroradiology MR Report for Parkinson’s disease,Active,,UNIVERSITY COLLEGE LONDON
675B34B9-59CF-4094-A90B-E959132519A5,Autonomous Subsea Target Tracking,Active,,EAGLE RAY ROBOTICS LTD
676D27CB-913B-4938-8E95-E9CD0BC7D10B,"Rapid, Multiplexed, Testing for Urinary Tract Infections",Active,,UNIVERSITY OF LEEDS
8C0A9EBB-A43E-4BA2-B2E8-FFC63C912C93,GREEN CDT Solidification Routes for Encapsulation of Radioiodine,Active,,UNIVERSITY OF SHEFFIELD
9220EAA3-8817-4C98-8EE4-FFF08ACAA97F,Green ERA-Hub,Active,,THE BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL
957F87FC-20E1-4435-9DAC-FFB952BBBB4D,MRC Transition Support CDA Jamie Walker,Active,,UNIVERSITY OF EXETER
97138F2C-2A36-4B11-826B-FFD3D2752806,Advanced detection and removal of poly- and perfluoroalkyl substances from drinking water and drinking water sources,Active,,IMPERIAL COLLEGE LONDON
B0CB6AF2-2F65-4201-ABDD-FFE814B74D59,A Universal Approach for Solving Real-World Problems Using Quantum Dynamics: Coherent States for Molecular Simulations (COSMOS),Active,,UNIVERSITY COLLEGE LONDON
B66D1E45-CD1C-41E4-804C-FFA2634286BC,The evolution and development of avian skeletal pneumaticity,Active,,UNIVERSITY OF CAMBRIDGE
D3F76CA1-0F53-4326-AE9A-FFEFF1B6AA5A,Detecting and monitoring floods using satellite radarand drone data,Active,,UNIVERSITY OF STIRLING
D6FC4CBF-16FB-4933-90D0-FF7E12FBA621,Exploring Causality in Reinforcement Learning for Robust Decision Making,Active,,KING'S COLLEGE LONDON
D8AFCD5E-ED64-474B-B976-FF9121AC7B72,Cost-efficient sustainable control of lead solubility in Bristol Water drinking water network,Active,,UNIVERSITY OF BATH
